Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status
Individual,Active,New Delhi,DELHI,110070,FEMALE,23-May-71,M,25-Feb-18,couple with children
Individual,Active,Prakasam,ANDHRA PRADESH,523002,MALE,9-Jul-89,M,26-Feb-18,couple with children
Individual,Active,Delhi,DELHI,110092,MALE,15-May-89,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500068,MALE,18-Oct-95,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500038,FEMALE,23-Sep-68,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500032,FEMALE,3-Sep-98,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500018,FEMALE,3-Nov-95,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500091,MALE,14-Sep-71,M,25-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500089,FEMALE,26-Feb-70,M,26-Aug-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,410210,MALE,15-Jan-85,M,26-Aug-19,couple with children
Individual,Active,Ernakulam,KERALA,682024,FEMALE,17-Jul-82,M,26-Aug-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,400706,MALE,15-Jun-63,M,26-Aug-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,400705,MALE,22-Jun-88,M,26-Aug-19,couple with children
Individual,Active,Bangalore,KARNATAKA,560102,FEMALE,11-Aug-86,M,26-Aug-19,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,400701,MALE,15-Apr-88,M,26-Aug-19,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400053,MALE,13-Dec-70,M,26-Aug-19,couple with children
Individual,Active,Pune City,MAHARASHTRA,411041,MALE,28-Jun-88,M,26-Aug-19,couple with children
Individual,Active,Hyderabad,TELANGANA,500033,MALE,20-Jul-79,M,26-Aug-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,25-Aug-66,M,26-Aug-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500039,FEMALE,11-Aug-88,M,10-Dec-18,Couple without children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,13-Jul-87,M,10-Dec-18,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500055,MALE,2-Mar-92,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500049,FEMALE,26-Aug-85,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500034,MALE,20-Jul-85,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500034,FEMALE,17-Jun-70,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500003,FEMALE,18-Mar-90,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500075,MALE,14-Sep-80,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500088,FEMALE,15-Apr-70,M,17-Dec-17,Couple without children
Individual,Active,NewDelhi,DELHI,110017,FEMALE,23-Mar-97,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500037,FEMALE,8-Nov-86,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad,TELANGANA,500089,MALE,6-Apr-79,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500081,MALE,19-Apr-79,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500029,FEMALE,1-Dec-53,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,TELANGANA,500072,MALE,9-Feb-96,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500019,MALE,26-May-86,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500085,MALE,20-Apr-71,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500047,FEMALE,9-Jan-75,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500032,FEMALE,16-Mar-75,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500060,MALE,14-Mar-84,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500028,FEMALE,30-Dec-84,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad,ANDHRA PRADESH,502032,MALE,10-Nov-67,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500075,MALE,22-Aug-86,M,17-Dec-17,Couple without children
Individual,Active,Delhi,DELHI,110032,MALE,26-Jan-85,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500026,FEMALE,23-Oct-66,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500084,MALE,6-Jun-85,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad,TELANGANA,500075,MALE,21-Apr-80,M,17-Dec-17,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500084,MALE,9-Nov-89,M,17-Dec-17,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411057,FEMALE,17-Aug-91,M,8-Feb-20,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411014,FEMALE,25-Nov-87,M,8-Feb-20,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400072,FEMALE,1-May-86,M,8-Feb-20,Couple without children
Individual,Active,Goa,MAHARASHTRA,403720,MALE,25-Jan-95,M,8-Feb-20,Couple without children
Individual,Active,Hyderabad City,TELANGANA,500081,FEMALE,30-Mar-87,M,8-Feb-20,Couple without children
Individual,Inactive,Bangalore East,KARNATAKA,560006,FEMALE,30-Oct-87,M,8-Feb-20,Couple without children
Individual,Active,Thane,MAHARASHTRA,400610,FEMALE,29-Oct-62,M,8-Feb-20,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411037,MALE,25-Apr-86,M,8-Feb-20,Couple without children
Individual,Active,Bangalore East,KARNATAKA,560036,MALE,5-Apr-90,M,8-Feb-20,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411006,FEMALE,2-Dec-71,M,8-Feb-20,Couple without children
Individual,Active,Hyderabad City,TELANGANA,500075,MALE,1-Jul-66,M,8-Feb-20,Couple without children
Individual,Active,Hyderabad,TELANGANA,500030,MALE,28-Aug-74,M,8-Feb-20,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400042,FEMALE,29-Jul-71,M,8-Feb-20,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411045,MALE,26-Mar-84,M,8-Feb-20,Couple without children
Individual,Active,Hyderabad City,TELANGANA,500032,MALE,19-Jul-97,M,8-Feb-20,Couple without children
Individual,Active,Warangal,TELANGANA,506002,MALE,25-Nov-98,M,21-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500036,FEMALE,17-Jul-72,M,21-Jun-19,Couple without children
Individual,Active,Warangal,TELANGANA,506002,FEMALE,22-Jan-86,M,21-Jun-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500050,FEMALE,10-Feb-94,M,21-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500001,MALE,8-Jul-68,M,21-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500008,MALE,8-Jul-96,M,21-Jun-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500018,MALE,10-Apr-79,M,21-Jun-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500090,MALE,17-May-58,M,21-Jun-19,Couple without children
Individual,Active,Nellore,ANDHRA PRADESH,524004,MALE,16-Aug-85,M,21-Jun-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500017,MALE,13-Aug-96,M,20-May-19,Couple without children
Individual,Active,Ahmedabad City,GUJARAT,382405,MALE,20-Jul-74,M,20-May-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400068,MALE,25-Sep-82,M,10-Mar-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500090,MALE,5-Jun-97,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400078,MALE,21-Dec-78,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500008,MALE,26-Dec-73,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400010,MALE,20-Jan-88,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400013,FEMALE,14-Mar-90,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400003,MALE,10-Nov-87,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400012,MALE,10-May-96,M,24-Dec-19,Couple without children
Individual,Active,Pune City,MAHARASHTRA,411045,MALE,19-Jul-83,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400016,FEMALE,10-Jan-98,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,17-Feb-86,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,23-Oct-67,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,15-Mar-89,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,19-Mar-89,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,9-Dec-77,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400003,MALE,1-Feb-82,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400019,FEMALE,13-Mar-90,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,28-Oct-31,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,22-May-85,M,24-Dec-19,Couple without children
Individual,Active,Thane,MAHARASHTRA,401107,FEMALE,26-Jun-76,M,24-Dec-19,Couple without children
Individual,Active,Ghaziabad,UTTAR PRADESH,201304,MALE,22-Jan-66,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,26-May-85,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,17-Mar-84,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,18-Mar-69,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,10-Dec-00,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,6-Oct-85,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,6-Oct-83,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,25-Apr-83,M,24-Dec-19,Couple without children
Individual,Active,Secunderabad,ANDHRA PRADESH,500072,MALE,29-Jun-88,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,14-May-82,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500032,FEMALE,29-Nov-91,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400016,MALE,21-Aug-86,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400010,FEMALE,11-Apr-85,M,24-Dec-19,Couple without children
Individual,Active,Thane,MAHARASHTRA,401107,MALE,9-Nov-80,M,24-Dec-19,Couple without children
Individual,Active,Secunderabad,TELANGANA,500094,MALE,3-Jun-93,M,24-Dec-19,Couple without children
Business,Active,Bangalore South,KARNATAKA,560030,Not Mention,1-Jan-00,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400013,MALE,14-Apr-91,M,24-Dec-19,Couple without children
Individual,Active,Nellore,ANDHRA PRADESH,524305,MALE,1-Jun-84,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400055,FEMALE,29-Aug-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400007,MALE,10-Apr-78,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,6-Apr-81,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,17-Feb-68,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,23-Jan-79,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,18-Oct-79,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400010,MALE,12-Aug-91,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,FEMALE,28-Apr-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,26-Mar-79,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400055,MALE,27-Mar-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,FEMALE,17-Mar-91,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400050,MALE,19-Mar-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400091,MALE,17-Jun-82,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,20-Oct-89,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400019,MALE,26-Nov-83,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,22-Sep-87,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,FEMALE,19-Apr-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400050,MALE,18-Mar-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,26-Mar-82,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,13-Apr-80,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,29-Jan-78,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500086,MALE,18-Mar-80,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,FEMALE,25-Jun-79,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,18-Jul-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400013,FEMALE,13-Apr-91,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500081,FEMALE,28-Jun-82,M,24-Dec-19,Couple without children
Individual,Active,Secunderabad,ANDHRA PRADESH,500049,MALE,24-Oct-76,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400013,FEMALE,23-Aug-97,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,15-Apr-78,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,3-Jun-86,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400022,MALE,26-May-88,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,18-Mar-78,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,13-Apr-81,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,1-Jul-97,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,3-Oct-82,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400014,MALE,23-Aug-92,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400001,MALE,13-Aug-89,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,16-Apr-80,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400055,MALE,13-Jul-93,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400001,MALE,3-Jul-86,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400066,FEMALE,30-May-79,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400002,MALE,11-Apr-80,M,24-Dec-19,Couple without children
Individual,Active,Mumbai,MAHARASHTRA,400007,MALE,28-Aug-74,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500076,MALE,15-Aug-97,M,24-Dec-19,Couple without children
Individual,Active,Hyderabad,TELANGANA,500049,MALE,15-Jul-00,M,19-Jan-20,Couple without children
Individual,Active,Hyderabad,TELANGANA,500032,FEMALE,22-Aug-73,M,10-May-18,Couple without children
Individual,Active,Hyderabad City,ANDHRA PRADESH,500033,MALE,12-Oct-84,M,10-May-18,Couple without children
Individual,Active,Hyderabad,ANDHRA PRADESH,500012,MALE,8-Sep-70,M,10-May-18,Single/living alone
Individual,Active,Hyderabad,ANDHRA PRADESH,500013,MALE,31-May-92,M,11-May-18,Single/living alone
Individual,Active,Mumbai,MAHARASHTRA,400072,MALE,6-Jan-81,M,13-Apr-19,Single/living alone
Business,Active,Vasai,MAHARASHTRA,401208,Not Mention,1-Jan-00,M,13-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500084,FEMALE,29-Jul-89,M,13-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500027,MALE,17-Mar-77,M,13-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500032,MALE,1-Oct-79,M,13-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500013,MALE,8-Jun-83,M,13-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500089,MALE,15-Jan-83,M,13-Apr-19,Single/living alone
Individual,Active,Bengaluru,KARNATAKA,560032,MALE,11-Nov-81,M,13-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500049,FEMALE,12-May-82,M,13-Apr-19,Single/living alone
Individual,Active,Secunderabad,ANDHRA PRADESH,500055,MALE,24-Nov-90,M,18-Feb-18,Single/living alone
Individual,Active,Hyderabad,ANDHRA PRADESH,500076,MALE,29-Aug-52,M,19-Feb-18,Single/living alone
Individual,Active,Gurgaon,HARYANA,122001,FEMALE,20-May-80,M,19-Feb-18,Single/living alone
Individual,Active,Hyderabad,ANDHRA PRADESH,500060,MALE,2-Dec-48,M,19-Feb-18,Single/living alone
Individual,Active,Gurgaon,HARYANA,122001,MALE,7-Aug-78,M,19-Feb-18,Single/living alone
Individual,Active,Secunderabad,ANDHRA PRADESH,500094,MALE,31-Mar-78,M,19-Feb-18,Single/living alone
Individual,Active,Hyderabad City,ANDHRA PRADESH,500032,MALE,20-May-62,M,19-Feb-18,Single/living alone
Business,InActive,,,500019,MALE,7-Oct-18,U,7-Oct-18,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500082,FEMALE,5-Aug-89,M,23-Oct-18,Single/living alone
Individual,Active,Berhampur,ODISHA,760002,MALE,13-Jul-65,M,23-Oct-18,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500046,FEMALE,3-Jun-82,M,23-Oct-18,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500036,MALE,28-Jan-95,M,23-Oct-18,Single/living alone
Individual,Active,Bangalore,KARNATAKA,560068,FEMALE,7-Oct-72,M,23-Oct-18,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500059,FEMALE,6-Jul-91,M,23-Oct-18,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500084,MALE,14-Jun-88,M,2-May-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500048,FEMALE,20-Oct-90,M,6-Apr-19,Single/living alone
Individual,Active,Trivandrum,KERALA,695025,FEMALE,16-Apr-76,M,6-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500072,MALE,7-Jul-68,M,6-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500049,MALE,20-Jun-84,M,6-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500083,MALE,23-Sep-85,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500014,MALE,23-Oct-86,M,7-Apr-19,Single/living alone
Individual,Active,Mumbai,MAHARASHTRA,400067,MALE,8-Sep-72,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500097,MALE,16-Apr-87,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500081,MALE,21-May-88,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500072,MALE,18-Jul-90,M,7-Apr-19,Single/living alone
Individual,Active,Thanjavur,TAMIL NADU,609001,MALE,23-Jul-96,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500060,FEMALE,7-Sep-68,M,7-Apr-19,Single/living alone
Individual,Active,New Delhi,DELHI,110019,FEMALE,23-Nov-77,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500085,FEMALE,22-Sep-92,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500034,MALE,9-Aug-70,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500084,MALE,1-May-92,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500003,MALE,22-Feb-65,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500073,MALE,8-Jul-90,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500038,MALE,9-Jun-65,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500026,MALE,3-Jul-80,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500019,MALE,2-Jun-88,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500001,MALE,8-May-86,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500013,FEMALE,6-Apr-75,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500054,MALE,8-Oct-62,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500064,MALE,7-Jun-70,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500064,MALE,6-May-65,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500045,FEMALE,9-Aug-70,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500016,MALE,10-May-62,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500082,MALE,29-Jun-65,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500052,MALE,11-Jun-66,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500033,MALE,30-Jun-62,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500064,MALE,7-Jul-64,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500033,MALE,22-Aug-70,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500059,FEMALE,24-Nov-77,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500052,MALE,7-Jun-67,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500036,MALE,22-Apr-99,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500064,MALE,8-Jun-64,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500052,MALE,5-Aug-97,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500064,MALE,7-Jul-70,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500072,MALE,31-Oct-64,M,7-Apr-19,Single/living alone
Individual,Active,Hyderabad,TELANGANA,500052,MALE,7-Mar-67,M,7-Apr-19,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500062,MALE,6-Apr-78,M,6-Nov-18,Single/living alone
Business,Active,Chennai,TAMIL NADU,600124,Not Mention,1-Jan-00,M,6-Nov-18,Single/living alone
Individual,Active,Secunderabad,TELANGANA,500049,MALE,16-Jun-73,M,6-Nov-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,MALE,1-Mar-94,M,6-Nov-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500011,FEMALE,5-Jan-73,M,6-Nov-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500029,MALE,4-Mar-71,M,6-Nov-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500085,FEMALE,31-Aug-84,M,6-Nov-18,couple with children
Individual,Active,New Mumbai,MAHARASHTRA,410210,MALE,10-Jan-93,M,6-Nov-18,couple with children
Individual,Active,Kakinada,ANDHRA PRADESH,533433,FEMALE,7-Sep-96,M,9-Apr-20,couple with children
Individual,Active,Mumbai,MAHARASHTRA,400059,FEMALE,1-Oct-88,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500032,MALE,27-Jul-88,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500094,MALE,15-Sep-49,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500004,FEMALE,19-Aug-87,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500089,MALE,24-Aug-83,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,22-Sep-67,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,23-Jul-84,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500072,FEMALE,13-Sep-90,M,4-Aug-18,couple with children
Individual,Active,Khammam,TELANGANA,507303,MALE,5-Mar-75,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500082,MALE,6-Apr-82,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500034,FEMALE,1-Jul-90,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500081,MALE,9-Aug-97,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500072,MALE,30-Sep-90,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500048,FEMALE,5-Aug-62,M,4-Aug-18,couple with children
Individual,Active,Bengaluru,KARNATAKA,560070,MALE,20-Aug-67,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500049,MALE,13-Feb-81,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,FEMALE,1-Jun-77,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,21-Jan-54,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500053,MALE,18-Aug-87,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500050,MALE,14-Jan-81,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500001,FEMALE,1-Feb-81,M,4-Aug-18,couple with children
Individual,Active,Hyderabad,TELANGANA,500084,MALE,15-Jan-58,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500085,FEMALE,2-Jun-84,M,4-Aug-18,couple with children
Individual,Active,Secunderabad,TELANGANA,500078,FEMALE,17-Apr-84,M,4-Aug-18,couple with children
